Company,Website,Address,Contact_number,Description
好韵来月子中心,http://www.syhaoyunlai.com,地址:  PARSONS FLUSHING NY,电话:  (718)690-8599 /950-403-032-40(中国免费直拨）,"


简单介绍 


好韵来月子中心，位于美国第一大都市纽约最大华人生活区-法拉盛，公司专注于为国内有识之士提供赴美生子的专业服务。公司赴美产子产业做到专业化,规范化,合法化！企业通过多年经营赴美产子经验，总结了一套健全完善的安全管理体系，让每个客户享受到五星级月子服务。本中心提供优美待产环境，科学调养月子餐，专业护士护理宝宝，让妈妈们更放心的待产，安心的坐月子，我们将提供更贴心的服务！纽约市位于美国东海岸，濒临大西洋，是美国最大的城市。纽约是世界文明的国际性大都会和金融贸易中心，交通便利，经济发达。联合国总部丶160个常驻外交使团和约90个外国领事馆设在这里。纽约是一个地地道道的移民城市。是妈妈们美国生产的首选之地！待产和坐月子期间，我们提供贴心的服务如下：●机场接送●外出购物●联络医生●体检接送●医院手续●宝宝出院●24小时育婴●婴儿护肤品●家属7天免费陪同●衣服清洗●宝宝证件●住院送餐●签证延期

"
美国金球至尊月子会所,No website link.,"地址:  5807 oceania st, bayside, 11364",no phone number,"


简单介绍 


停止运营

"
纽约美佳月子中心(近金城发超市),No website link.,"地址:  BOWNE ST, flushing, NY 11355",电话:  917-981-0603,"


简单介绍 


地点：法拉盛靠近金城发超市丶法拉盛医院电话：917-981-0603微信：NYC-MEIJIAl 待产服务包括：l 待产住宿+饮食: 每日营养三餐 午餐晚餐三菜一汤；每周购买水果（苹果 香蕉 加州橙或桔子） 牛奶一次。l 协助联系预约妇产科医生和医院。l 妈妈提供每周一次洗衣服务。​l 提供免费无限网络使用。l 住院期间医院提供三餐；因探访时间规定，我们会安排午餐和晚餐送餐服务（限法拉盛医院或皇后医院）。l 月子服务包括：l 产后月子住宿+饮食：每日提供营养月子餐一天五餐；早餐 午餐晚餐三菜一汤 下午三点加餐 晚上 9 点加餐。养肝茶和紫米糯米粥24 小时提供。l 24小时专业月嫂照看宝宝，月嫂12小时轮班制。月嫂宝宝比例约1：3。如需1：1服务，费用额外另算。l 提供宝宝用品：奶瓶蒸汽消毒器 品牌洗浴用品 加湿器 紫外线 消毒器 温度计 吸鼻器等，（其它用品需自备）。l 协助联系预约儿科医生。l 妈妈提供每周一次洗衣服务；宝宝衣物每日多次清洗。l 提供免费无限网络使用。l 可免费借用婴儿汽车座椅CAR SEAT使用。月子中心介绍: 近

地点：法拉盛靠近金城发超市丶法拉盛医院电话：917-981-0603微信：NYC-MEIJIAl 待产服务包括：l 待产住宿+饮食: 每日营养三餐 午餐晚餐三菜一汤；每周购买水果（苹果 香蕉 加州橙或桔子） 牛奶一次。l 协助联系预约妇产科医生和医院。l 妈妈提供每周一次洗衣服务。​l 提供免费无限网络使用。l 住院期间医院提供三餐；因探访时间规定，我们会安排午餐和晚餐送餐服务（限法拉盛医院或皇后医院）。l 月子服务包括：l 产后月子住宿+饮食：每日提供营养月子餐一天五餐；早餐 午餐晚餐三菜一汤 下午三点加餐 晚上 9 点加餐。养肝茶和紫米糯米粥24 小时提供。l 24小时专业月嫂照看宝宝，月嫂12小时轮班制。月嫂宝宝比例约1：3。如需1：1服务，费用额外另算。l 提供宝宝用品：奶瓶蒸汽消毒器 品牌洗浴用品 加湿器 紫外线 消毒器 温度计 吸鼻器等，（其它用品需自备）。l 协助联系预约儿科医生。l 妈妈提供每周一次洗衣服务；宝宝衣物每日多次清洗。l 提供免费无限网络使用。l 可免费借用婴儿汽车座椅CAR SEAT使用。月子中心介绍: 近纽约法拉盛皇后医院(新东云阁和新中美超市),政府合法注册,经营十年以上金牌老店,多名专业月嫂24小时轮班照看宝宝,提供正宗台式月子餐一日五餐,科学搭配,给您和宝宝提供一个完美的月子.•提供待产和月子服务.•可协助速办宝宝回国证件:出生纸丶护照丶旅行证或签证丶社会安全号码丶出生纸三级认证。•可协助办理医生预约单.•可协助联系医生医院，办理医院预定注册手续.•交通方便：近纽约法拉盛医院(金城发超市)，门口通公交汽车，离超市丶公园丶皇后医院分别步行5-15分钟；通公交汽车去往市中心图书馆丶皇后医院丶各大医生诊所丶7号地铁，大概车程10分钟。•周边购物：新中美超市等多家中国超市丶9毛9百货商店丶Bj's批发超市丶Target超市丶costco批发超市丶Food Plus美国食品超市丶Walgreen美国百货超市丶梅西百货丶Burlington丶Mashall丶Buybuybaby丶21世纪等。•周边饮食：新东云阁早茶海鲜酒楼，北港台菜，茶餐厅，南翔小笼包，西安肉夹馍，小肥羊火锅，外婆家，避风塘！ 超过一百家中国餐馆, 粤菜, 川菜, 潮州, 上海, 福州, 客家, 东北菜, 台湾, 韩国, 日本, 泰国，美国美食。•附近医院：法拉盛医院丶皇后医院。•附近妇产科医生M.D.（分别步行8-20分钟）：尹雪彬丶周业萍丶肖慧芳丶ERIC FOK丶谢智华丶李绮莉丶霍志翔等。•附近儿科医生：周文静丶曾凌凌丶徐榕丶李欣梅丶安健强丶陶文静等。•附近的学校和幼儿园：P.S20小学丶常春藤幼儿园丶红苹果幼儿园丶小博士幼儿园，学费约900-1200美金,费用会根据学校自制有变动。医生医院费用，仅供参考：医生4500美金；皇后医院自然生18000美金；剖腹产25000美金。医生4500美金；法拉盛医院自然生10000美金； 剖腹产12000美金；麻醉1200-1400美金。地点：法拉盛靠近金城发超市丶法拉盛医院电话：917-981-0603微信：NYC-MEIJIA 
[ + 展开]
"
纽约舒安月子中心,http://www.nyyuezi.com,No address.,电话:  718-873-6393,"


简单介绍 


舒安月子中心位于美国纽约皇后区北法拉盛高尚华人住宅区丶比邻公园丶环境优雅丶交通便利丶生活便利。远离了市中心的喧闹，但开车10-15分钟即可到超大美国知名购物中心丶高尔夫场丶棒球场丶博物馆丶大型公园丶图书馆丶医院丶华人大型超级市场等等。毗邻区内最大的两家公立医院--皇后区医院和法拉盛医院，医院有专门的华人医生，产妇可以享受世界上最好的医疗设备和医务服务，是孕产妇选择待产或坐月子的不二之选，使您没有语言障碍，方便妈妈们待产及做月子。

"
纽约华美月子中心,http://www.nyaym.com,No address.,电话:  917-981-8825,"


简单介绍 


让妈妈们享受贵宾般的待遇为待产以及产后妈妈提供专业营养配餐经验丰富的月嫂为您昼夜悉心呵护着宝宝

"
纽约天使宝贝月子中心,http://www.nyangelbaby.com,No address.,电话:  631-805-3737,"


简单介绍 


美国纽约总公司联系人：Maggie 张小姐联系电话：631-805-3737QQ/微信：2334260037中国联系人：张小姐联系电话：13775582333中国直拨美国免费电话：950-404-313-89中心环境介绍*地理位置*中心坐落在纽约法拉盛市中心，该处集中了全纽约最漂亮的风景，空气清新，环境幽雅，清晨傍晚时分漫步公园，绿地如茵，丛林掩映，树影婆娑，清风徐来，阳光沿小路跳跃洒下细碎温暖的光线，湖面波光粼粼，大自然的静美触手可及，一切仿佛置身画中。*气候条件*纽约基本于中国北京处于同一纬度上，因此两地在气候上有许多相似之处，不担心会有气候差异产生不适感，纽约地处大西洋西海岸，受宜于墨西哥湾暖流北大西洋暖流的影响，气候温差小，温和湿润。*交通便利*中心所处位置交通十分便利，法拉盛（华人中心地区）缅街，附近还有地铁搭乘去往曼哈顿五大道购物区。* 配套生活设施健全*中心距离主街非常近，周边配套设施十分完善，十分钟即可到达大型公园丶大型超市丶图书馆丶语言学校丶医院丶药房等，生活非常方便，空闲之余逛逛商店，去图书馆坐坐，充分感受美国浪漫自由主义文化氛围。*住宿条件*中心所有住宿均选用纽约法拉盛全新豪

美国纽约总公司联系人：Maggie 张小姐联系电话：631-805-3737QQ/微信：2334260037中国联系人：张小姐联系电话：13775582333中国直拨美国免费电话：950-404-313-89中心环境介绍*地理位置*中心坐落在纽约法拉盛市中心，该处集中了全纽约最漂亮的风景，空气清新，环境幽雅，清晨傍晚时分漫步公园，绿地如茵，丛林掩映，树影婆娑，清风徐来，阳光沿小路跳跃洒下细碎温暖的光线，湖面波光粼粼，大自然的静美触手可及，一切仿佛置身画中。*气候条件*纽约基本于中国北京处于同一纬度上，因此两地在气候上有许多相似之处，不担心会有气候差异产生不适感，纽约地处大西洋西海岸，受宜于墨西哥湾暖流北大西洋暖流的影响，气候温差小，温和湿润。*交通便利*中心所处位置交通十分便利，法拉盛（华人中心地区）缅街，附近还有地铁搭乘去往曼哈顿五大道购物区。* 配套生活设施健全*中心距离主街非常近，周边配套设施十分完善，十分钟即可到达大型公园丶大型超市丶图书馆丶语言学校丶医院丶药房等，生活非常方便，空闲之余逛逛商店，去图书馆坐坐，充分感受美国浪漫自由主义文化氛围。*住宿条件*中心所有住宿均选用纽约法拉盛全新豪华住宅，安全性高。所有装修丶布置均采用美国绿色环保材料，没有任何污染或不良气味，房间铺设地毯，避免了孕妇滑倒等 事情发生，保证孕妇和产妇的居住卫生丶安全。房间窗户宽大，宽敞通透，阳光充足，空气清新，住在里面心情舒畅。每套房间都配备全新的日常洗漱用品，如毛 巾丶浴巾丶拖鞋丶沐浴露丶洗发水等，均为美国品牌。除基本的设施外，还提供无线宽带上网丶房间内配备数码中文电视丶电话机（美国国内免费）等设施，充分满 足日常的娱乐以及与家人的联络需求。 *卫生条件*中心负责每周打扫房间一次，待产和月子期间，衣物洗涤可以委托中心免费机洗，宝宝衣物免费手洗；待产衣物自行清洗，床单可请工作人员清洗，月子期间可全部 交由中心工作人员负责；中心每周大清洁一次,每天清理各房卫浴及公共区域；婴儿床及奶瓶消毒器，均采医院制式标准设备，专业护理人员24小时轮班，以细 心丶爱心丶耐心照顾宝宝，免费提供奶粉丶尿片丶并精心挑选新生儿启蒙音乐持续播放。 
[ + 展开]
"
赴美产子-美国纽约月子中心,http://www.baobaous.com/,"地址:  Flushing, New York",电话:  1(917)426-4168,"


简单介绍 


让你的宝宝接受世界上最好的教育而不用花费任何的教育费,让你的宝宝足迹遍布世界而不用考虑签证的问题,让你的宝宝学有所成后可以毫无顾及地在世界任意一个城市工作,膝下儿女成双而不用害怕违反国内计划生育,将来退休时可以移民美国安享晚年.这不是梦想,赴美产子,即可实现.我们提供最合理的收费丶最舒适的环境，最安全的保障及最优质的服务让即将成为妈妈的您每天都有愉快的心情,开开心心的迎接宝宝的降临!使赴美生产成为一次美丽的假期.邮箱: usbabyny@gmail.comQQ: 2495444353美国电话: 1(917)426-4168

"
纽约美宝月子中心,http://www.nymeibao.net/,No address.,电话:  646-331-6629,"


简单介绍 


美国纽约公司负责人高小姐 Janet电话:646-331-6629QQ:113137948林先生 Mark电话:718-300-8933email:xia1926@hotmail.com

"
新泽西长河月子中心,http://www.yiliaousa.com,"地址:  199 Pierce St, Somerset, NJ 08873",电话:  609-755-4310 950-4034-5065（中国免费直拨）,"


简单介绍 


新泽西长河月子中心位于新泽西州中部，到纽约曼哈顿车程约45分钟。地处纽约和费城之间，周围华人人口众多，华人超市，餐馆林立，生活极其方便。长河月子中心位于高档社区，环境优美，安静，安全，近华人妇产科医生诊所和几家美国顶级医院，如St. Peter's，Robert Wood Johnson，JFK。中心提供一室一厅酒店公寓套间，吃住行全包，一对一，24小时月嫂服务，代办所有婴儿证件。为赴美生子的妈妈保驾护航。中美联合试管婴儿项目：长河赴美医疗联合中美两国卓越的医疗资源，向中国客人提供世界级全方位不孕不育医疗服务。专业从事整合中美辅助生殖医疗资源，提供全方位咨询与服务的生育健康管理机构。长河赴美医疗为国内客户提供便捷服务，帮助客户逾越地域丶文化丶语言丶环境的障碍，获取世界先进的医疗服务。长河赴美医疗与全美一流的纽约生殖医学中心（RMANY）丶新泽西生殖医疗中心（ RMANJ）丶及国内高端医疗机构建立战略合作伙伴关系。长河赴美医疗致力于构建生育医疗服务生态圈，提供从咨询服务丶生育健康管理丶专家诊断丶辅助生殖丶国际转诊丶国际地接丶赴美生子等一站式服务。详情请联系：609-755-4310950-4034-5065（中国免费直拨）www.yiliaousa.com

"
纽约亲情母婴月子中心,http://www.nyinfantmomcare.com,地址:  56-11 136ST Flushing NY11355,电话:  917-669-1133,"


简单介绍 


               亲情母婴月子会所                                                                                                                           政府合法注册重点护理母婴月子有专业育婴师24小时呵护您健康的宝宝                                                                                                                                                                               有经验多年月嫂辅助让妈妈更好休息更快的恢复 有高级月子营养师科学调配 给妈妈们度身定制营养均衡膳食进补              相信众多妈妈选择  正确坐月子 健康一辈子   全新设施顶级配备 婴儿房设有负离子空气净化，全能自动化新风环绕加湿器 ，婴儿冲奶专区妈妈房设有独立新风空气循环机顶级分体式冷暖红外线感应随着人体温度自动调节，无线上网，中文电视 ，  交通方便皇后医院对面缅街植物园旁 56 136ST Flushing 欢迎参观预定              917-669-1133 646-744-9888丶医院接送网址：nyinfantmomcare .com                                                                                                                                    

"
Tiffany产后温馨养身馆,No website link.,No address.,电话:  516-659-5866,"


简单介绍 


诚心丶爱心丶耐心丶暖心丶同理心是我们的服务宗旨睡好丶吃好丶宝宝照顾好是我们的基本承诺时时精进守业的技能丶刻刻铭记初创的热忱是我们的座右铭一处位于纽约长岛距离Flushing约20分钟车程，台式家庭的月子养身馆，环境清幽高尚的私人住宅别墅，为产后妈咪提供舒适不受打扰的休养环境，为维护服务品质本馆只推出二个房间服务产妇，同一时间最多只服务二位妈咪，月子房间宽敞丶乾净，每间都附有独立卫浴，让妈咪有如住在饭店般的舒适却有家的温馨与便利。欢迎准妈咪联络参观。订房状况: 预产期在2020年1月中旬以后尚有房间，欢迎准妈咪提早预约参观Line ID: nicetiffany_168WeChat ID: nicetiffany_168

"
安康月子中心,http://www.ankangbabyusa.com,"地址:  48-33 192St, Fresh Meadows, NY 11365",电话:  400-676-8023；899-111-0727,"


简单介绍 


欢迎来到安康月子中心！美国安康月子中心位于纽约高级别墅区，是由华人经营的，绝非中介！我们的团队将为您提供从签证准备至平安回国的全程服务，涵盖生活丶医疗及法律等各方面，一直以来，我们都是凭着真诚的心，做好每一件小事，让每一位入住的妈妈平安快乐。

"
纽约台式月子调养中心,http://www.usinfant.com,No address.,电话:  646 309 6560,"


简单介绍 


第一周食谱： 调养目的：帮助污血排出，利水消肿，促进子宫收缩，恢复子宫的正常机能第二周食谱： 调养目的：补肾壮腰，建脾和胃，促进新陈代谢和改善产后不适。第三，四食谱： 调养目的：在于产后体力滋养，食补理气，强筋骨，预防老化 剖腹产一周后喝生化汤，第一周的料理不加米酒。

"
纽约君宝月子中心,http://www.nyjunbao.com/,No address.,电话:  9175446980,"


简单介绍 


纽约君宝月子中心网，以人性化丶科学化专业经营的月子服务。负责人持有美国认证的专业育婴证书，注重服务的品质和专业。专精新生儿丶产前及产后的特别优质的护理。为您提供无微不至的关怀，创造静养丶调理丶舒适为一体的优雅环境，量身打造合理的营养膳食。我们本着“共筑健康，同享快乐” 的服务理念，为您的美好生活保驾护航。母婴的健康是我们至高无上的责任！ 纽约君宝月子中心网，装修高档典雅，清新宽敞，一人一房，根据妈妈的要求定期打扫房间，确保每位妈妈都拥有自己的私人空间。宝宝房，宽敞明亮，温馨可爱，专业护理人员24小时轮班，以细心丶爱心丶耐心照顾宝宝，白天我们为宝宝精心挑选新生儿启蒙音乐，为宝宝们的情商丶智商发育，垫定了扎实的基础，晚间的white noise，即大自然的涓涓流水，徐徐微风，及轻轻的虫鸣，能让宝宝更快更好的入睡，优质的睡眠有助于宝宝大脑的发育。我们的护理为宝宝提供了最佳的健康保障，让每一位生活在君宝的宝宝们赢在了人生的起跑线上！

"
萱苏月嫂服务中心,http://www.usamoonsister.com,"地址:  East Brunswick, NJ 08816",电话:  848-219-3667,"


简单介绍 


新泽西萱苏月嫂中心是经过政府注册的正规公司,是专门为孕产妇及婴儿提供全方位科学服务的服务中心。中心负责人持有美国认证的专业护理和育婴证书,以人为本的个性化丶科学护理的专业化就 是我们的服务目标。萱苏月嫂中心提供的新生儿丶孕妇产前及产妇产后的精心的护理,不仅能使产妇科学坐月子，更能使新生儿在智能丶体能方面得到全面的发展。亲爱的准妈妈,您们好!美国新泽西萱苏月嫂中心是位于新泽西的中部,中心提供习俗餐饮丶台湾式的月子餐料理,中心的负责人会与您电话联系,根据您的具体情况进行报价。 美国电话: 848-219-3667邮箱：usaxsys@gmail.com 网址：www.usamoonsister.com微信：Liuranran2813

"
安心月子,No website link.,地址:  119-40 metropolitan ave kew gardens ny11415,电话:  9173496655,"


简单介绍 


一对一月子服务，居住环境舒适，整洁。量身定制个人餐。

"
贝凯尔,No website link.,"地址:  45th st Union city,NJ 07087",电话:  646-683,"


简单介绍 


贝凯尔贝凯尔

"
美国纽约平安佳园月子中心,http://www.usajiayuan.com/,No address.,电话:  347-553-4968,"


简单介绍 


""平安佳园""座落于美国纽约法拉盛植物园附近，靠近纽约皇后医院丶法拉盛医院和艾姆赫斯医院，是一个独立的别墅。这里的住宿环境优雅丶安静，交通十分便利，驾车从肯尼迪机场到月子中心只需短短20分钟。这里靠近Main st.中心大街，步行购物方便。附近有多家大型华人超市和华人小吃街，还有几家大型名牌Mall和“Babyrus”着名婴儿商品商店，物美价廉。

"
新泽西好人月子中心-曼哈顿对岸,No website link.,"地址:  170 Ave E, Bayonne, NJ 07002",电话:  6093348684,"


简单介绍 


纽约对岸NJ贝永市。紧邻妇产医院。交通方便,20分钟轻轨直达曼哈顿唐人街。月嫂24小时照看。每天5餐专业厨师营养搭配。$120/天起。新年另有优惠。请电: 609-334-8684

"
纽约平安佳园月子中心,http://www.usajiayuan.com,"地址:  136 ST. FLUSHING, NY, 11367",电话:  347-634-3819,"


简单介绍 


纽约联系人鲁小姐:001-3476343819QQ:52663866E-MAIL:LEE_LU9898@HOTMAIL.COM关于我们:纽约平安佳园待产中心：地理位置:位于纽约最大华人中心—皇后区法拉盛,离市中心图书馆步行20分钟；离凯西娜公园丶大型华人超市和法拉盛医院分别步行5分钟，皇后医院步行15分钟。可通公交汽车Q17丶Q27丶Q25丶Q34。乘7号地铁30分钟可到曼哈顿中城-时代广场丶第五大道。环境介绍：待产中心是一栋独立的别墅，附近环境优美，交通方便，靠近法拉盛最大的自然公园凯西娜公园，只需步行五分钟。在那里的湖边可以看到野生天鹅丶鸳鸯丶海鸥丶乌龟和野鸭等。当您悠闲地坐在公园的长椅时，不时也会看到兔子丶松鼠和浣熊等野生动物也在安然处之的觅食。这里可钓鱼，并提供免费的篮球场丶网球场和收费的高尔夫球场。购物方便:待产中心附近有多家华人大型食品购物超市丶华人药房丶语言学校丶中国特色小吃城都可短途步行到达；离大型购物商场丶婴儿用品商店丶奶粉批发商场车程不过15分钟，让您不会因为来到异国他乡，而有任何的拘束感和语言障碍。纽约平安佳园月子中心:地理位置：纽约平安佳园月子中心是一家已经经营五年的纽约州

纽约联系人鲁小姐:001-3476343819QQ:52663866E-MAIL:LEE_LU9898@HOTMAIL.COM关于我们:纽约平安佳园待产中心：地理位置:位于纽约最大华人中心—皇后区法拉盛,离市中心图书馆步行20分钟；离凯西娜公园丶大型华人超市和法拉盛医院分别步行5分钟，皇后医院步行15分钟。可通公交汽车Q17丶Q27丶Q25丶Q34。乘7号地铁30分钟可到曼哈顿中城-时代广场丶第五大道。环境介绍：待产中心是一栋独立的别墅，附近环境优美，交通方便，靠近法拉盛最大的自然公园凯西娜公园，只需步行五分钟。在那里的湖边可以看到野生天鹅丶鸳鸯丶海鸥丶乌龟和野鸭等。当您悠闲地坐在公园的长椅时，不时也会看到兔子丶松鼠和浣熊等野生动物也在安然处之的觅食。这里可钓鱼，并提供免费的篮球场丶网球场和收费的高尔夫球场。购物方便:待产中心附近有多家华人大型食品购物超市丶华人药房丶语言学校丶中国特色小吃城都可短途步行到达；离大型购物商场丶婴儿用品商店丶奶粉批发商场车程不过15分钟，让您不会因为来到异国他乡，而有任何的拘束感和语言障碍。纽约平安佳园月子中心:地理位置：纽约平安佳园月子中心是一家已经经营五年的纽约州政府合法注册的月子中心.座落于纽约皇后区法拉盛，靠近纽约皇后医院丶法拉盛医院和艾姆赫斯医院，是一个独立的别墅。这里的住宿环境优雅丶安静，交通十分便利，通公交汽车Q44丶Q20a丶Q20b；驾车从肯尼迪机场到月子中心只需短短20分钟。服务团队：我们有一个专业服务团体，由专业厨师丶中国高级育婴师丶多名保姆阿姨丶清洁阿姨丶司机丶宝宝证件协办者等专业人士组成。保证您从入境后，不会走任何弯路即可完成—您和宝宝重要的人生经历，平安顺利回国。婴儿照护：我们提供24小时专业照看宝宝，每个阿姨都有照顾过百个宝宝的经验。月子中心根据每个宝宝不同的情况，提供多种品牌的护理用品。为了保证宝宝月子期间的卫生清洁，如尿不湿丶干/湿纸巾丶脐带清洁等用品全部都提供一次性的，即用即扔。月子中心还提供蒸汽高温奶瓶消毒器丶湿巾温热器等用品，给宝宝带来更多的保障。月子餐：月子中心聘用专业厨师，台湾正统月子餐饮结合科学的方式，为每位产妇精心调配月子餐料理，每日三餐丶午后甜点丶睡前一盅煲汤，采用新鲜活杀乌鸡土鸡河鱼，确保餐点品质。再配有月子中心24小时提供的纯天然特制月子水，帮助产妇排除恶露，补血补气，再次回复青春美丽的“你”。房间设施：为提供给住客舒适的休息环境，除了每周一次的室内清洁，屋内每个角落都可以高速上网，也可以免费拨打美国国内丶中国丶台湾丶香港等地的长途电话。每个房间及客厅均对外采光充足，中央空调暖气设备完善。休闲娱乐：附近交通方便，走路可到达教堂丶银行丶超市丶庙宇丶公园丶网球场丶篮球场丶足球场丶语言学校丶医院丶公交汽车站丶托儿所丶公立大高中小学校丶图书馆丶书局丶华人西人餐馆丶商场等。10分钟车程可到达大型购物中心丶高尔夫球场丶TARGET丶BJ’S丶COSTCO丶BABYRUS&TOYSRUS等。1小时30分钟可到达上州奥特莱斯或长岛72出口奥特莱斯。交通：专人接送产检丶购物丶住院生产丶往返机场丶协办证件等。 服务内容:中国离境前服务咨询	电话咨询，部分城市可预约上门咨询。为您提供项目介绍丶服务流程丶各类套餐的内容及价位的详细讲解。评估	我们会根据您的实际情况，为您制定一个适合您时间的套餐。签证辅导(额外收费)我们会协助没有签证的客户了解美国签证办理的基本流程，协助客户准备相关资料及面签时要注意的基本事项，做相应的培训。 美国入境后服务1.纽约机场接机。2.安排待产入住。每日营养三餐，牛奶丶水果（苹果丶香蕉丶加州甜橙）畅量供应。3.协助联系预约医院华人医生，安排正常产前检查。4.产前检查接送，每周一次。5.待产期间，由月子中心安排时间地点，每周外出游玩一次。6.协助安排住院生产，协助办理住院手续。提供并协助脐带血的信息和申请.7.住院期间，申请医院餐饮三餐，月子中心每天额外负责送餐两次。8.协助办理出院手续。9.安排月子入住，每日营养五餐，牛奶丶水果（苹果丶香蕉丶加州甜橙）畅量供应。10.24小时专业看护宝宝，提供宝宝全套基本用品。11.宝宝产后体检预约丶接送。12.妈妈产后体检预约丶接送。13.协助办理宝宝出生纸丶社会安全号丶护照和离境手续。14.妈妈丶宝宝入住期间衣物清洁。15.妈妈产后上州奥特莱斯游玩一次接送。16.纽约机场送机，平安回国！17.提供宝宝中国上户口居留旅行证通行证等咨询服务.费用--以美金为计算单位:月子中心费用约人民币 9300--15500 (依住的房型而有差异) 含：待产60天+月子30天，全部精致食宿丶出行丶休闲采购丶高额保险交通接送丶医院级婴儿照顾( 护理人员：婴儿照顾比=1:3) 丶专业调理月子餐。科学营养月子餐：　　　做月子是女性一生中最重要的生理转机。科学合理的月子餐，可以改善女性的体质，使女性拥有美丽健康的一生。平安佳园月子中心是由多名有经验的护理人员和月嫂，再加上一天五餐科学营养的月子餐饮，不论是宝宝还是妈妈都能得到健康全面的照顾。纽约联系人鲁小姐:001-3476343819QQ:52663866E-MAIL:LEE_LU9898@HOTMAIL.COM 
[ + 展开]
"
馨月月子护理,No website link.,地址:  Little Neck,电话:  917-327-4119,"


简单介绍 


馨月月子护理 - 位于纽约长岛与皇后区交界 （小径LittleNeck），远离了法拉盛的喧嚣，又可方便的来往于华人区。周边空气清新，环境幽静，社区安全，好校区，邻舍友善。馨月护理是家庭式的看护中心，新建独立别墅，房间宽敞明亮，阳光充足，干净整洁。 护理人员有专业护理经验及护理证书。这里为你提供健康可口的饮食，绝对让你有一种回到自己妈妈家的感觉和经历。详细信息咨询及图片：请致电+1-917-327-4119。微信加QQ号 邮箱：xinyue_2014@outlook.com QQ:865761174

"
家佳月子中心,No website link.,No address.,电话:  9172972336,"


简单介绍 


安静， 舒适， 有多年经验的月嫂为您和您的宝宝竭诚服务！

"
龙凤美宝月子中心,No website link.,No address.,电话:  9095725373,"


简单介绍 


中心主要提供赴美生子孕妇吃住，玩，产检，购物，办理宝宝证件一条龙服务！

"
纽约安婴美月子中心,http://www.nyaym.com,"地址:  170-46 Cedacroft Rd, Queens, NY 11432",电话:  7185816682,"


简单介绍 


安心丶放心丶称心我们的专业服务是你最满意的选择专业母婴呵护，轻松愉悦“坐月子""

"
jennifer 月子中心,No website link.,地址:  165th st flushing ny 11358,电话:  718-885-5573,"


简单介绍 


政府注册，环境优雅，房间舒适，设备齐全，亲切周到，免费接送。让您又回到娘家的感觉，欢迎来电咨询或参观访问。电话：917-563-5919手机：718-885-5573

"
美国金宝贝月子中心,No website link.,No address.,电话:  626-360-5541,"


简单介绍 


美国金宝贝月子中心，位于美国长岛环境优美别墅区，距离纽约市只需20分钟车程，附近有医疗设施齐全，宝妈产检全程接送。公司专注于为国内有识之士提供赴美生子的专业服务。同时欢迎美国当地纽约地区宝妈前来咨询。公司赴美产子产业做到专业化,规范化,合法化！企业通过多年经营赴美产子经验，总结了一套健全完善的安全管理体系，让每个客户享受到五星级月子服务。本中心提供优美待产环境，科学调养月子餐，专业护士护理宝宝，让妈妈们更放心的待产，安心的坐月子，我们将提供更贴心的服务！。宝妈们可以电话联系：626-360-5541 （国内请加拨001）或者微信咨询：pangxue1216待产和坐月子期间，我们提供贴心的服务如下：●机场接送●外出购物●联络医生●体检接送●医院手续●宝宝出院●24小时育婴●婴儿护肤品●家属7天免费陪同●衣服清洗●宝宝证件●住院送餐●签证延期

"
天使月子中心,No website link.,No address.,电话:  917-582-7833,No description.
纽约甜美月子中心,No website link.,No address.,电话:  3473638661,"


简单介绍 


纽约甜美月子中心是经认证的正规待产机构。环境优美，舒适安静！中心配备24小时专职月嫂，负责照顾母婴，并配备专车机场接送，宝宝出生相关手续的办理一条龙服务。联系方式：电话：3473793584 微信号:tianxinbaobaozhijia（或扫描图片中的二维码）

"
